#solver	iter	latency-throughput
		3. : 0.890961664686
		4. : 0.941562519175
		5. : 1.
ecmp	19	
		1. : 0.177255660344
		2. : 0.646558146159
		3. : 0.890113470374
		4. : 0.941133513675
		5. : 1.
ecmp	20	
		1. : 0.176825306905
		2. : 0.646318827951
		3. : 0.889857141251
		4. : 0.940983328139
		5. : 1.
ecmp	21	
		1. : 0.177937862237
		2. : 0.64488241115
		3. : 0.889515592658
		4. : 0.941271440555
		5. : 1.
ecmp	22	
		1. : 0.178070038083
		2. : 0.646138771394
		3. : 0.89028113268
		4. : 0.941817502528
		5. : 1.
ecmp	23	
		1. : 0.177615305544
		2. : 0.646509392346
		3. : 0.891012384487
		4. : 0.941651261502
		5. : 1.
ksp	0	
		1. : 0.038749818936
		2. : 0.145492537791
		3. : 0.277428430458
		4. : 0.464313481927
		5. : 0.695474501407
		6. : 0.843327534514
		7. : 0.943365357106
		8. : 0.975254856572
		9. : 0.988498994525
		10. : 0.997569534433
		11. : 1.
ksp	1	
		1. : 0.0390978019207
		2. : 0.145651207474
		3. : 0.276673788042
		4. : 0.463550008921
		5. : 0.694684705843
		6. : 0.842341938767
		7. : 0.942731568814
		8. : 0.974681930324
		9. : 0.988131498058
		10. : 0.997371657825
		11. : 1.
ksp	2	
		1. : 0.0395251918172
		2. : 0.145665865587
		3. : 0.277383520198
		4. : 0.465068374014
		5. : 0.696035386725
		6. : 0.843696067943
		7. : 0.943184165641
		8. : 0.974486022129
		9. : 0.988370286427
		10. : 0.997490714923
		11. : 1.
ksp	3	
		1. : 0.0404085299125
		2. : 0.146042704906
		3. : 0.27902510024
		4. : 0.466321959536
		5. : 0.695994076365
		6. : 0.844473518742
		7. : 0.943486059866
		8. : 0.974699587504
		9. : 0.988308458469
		10. : 0.997538814074
		11. : 1.
ksp	4	
		1. : 0.0405991291167
		2. : 0.14554077217
		3. : 0.278995929345
		4. : 0.466327651767
		5. : 0.695982731148
		6. : 0.844949691327
		7. : 0.943535602718
		8. : 0.974588017639
		9. : 0.988252256339
		10. : 0.997530844995
		11. : 1.
ksp	5	
		1. : 0.0392682875779
		2. : 0.145646574599
		3. : 0.278070113019
		4. : 0.465226831726
		5. : 0.695376440808
		6. : 0.842795735892
		7. : 0.942531068193
		8. : 0.974657351714
		9. : 0.988199316016
		10. : 0.997516030161
		11. : 1.
ksp	6	
		1. : 0.0392065168988
		2. : 0.145870913005
		3. : 0.278109859273
		4. : 0.465584388349
		5. : 0.695876445434
		6. : 0.84277622313
		7. : 0.942956264452
		8. : 0.974917929873
		9. : 0.988323456745
		10. : 0.997542161004
		11. : 1.
ksp	7	
		1. : 0.0382970928011
		2. : 0.145414073433
		3. : 0.276895344696
		4. : 0.464688405867
		5. : 0.695840567798
		6. : 0.841987686636
		7. : 0.942768379258
		8. : 0.975009447596
		9. : 0.988419591279
		10. : 0.997521736266
		11. : 1.
ksp	8	
		1. : 0.0379833855028
		2. : 0.145271600421
		3. : 0.27700189646
		4. : 0.464962691118
		5. : 0.696829812273
		6. : 0.842585007792
		7. : 0.942944056669
		8. : 0.975116085602
		9. : 0.988469846225
		10. : 0.997532491068
		11. : 1.
ksp	9	
		1. : 0.0386946734138
		2. : 0.144951963788
		3. : 0.277743843515
		4. : 0.465521078316
		5. : 0.6979591371
		6. : 0.845181805606
		7. : 0.943810910763
		8. : 0.974943419952
		9. : 0.988353872223
		10. : 0.997523391762
		11. : 1.
ksp	10	
		1. : 0.0384160181878
		2. : 0.144758006639
		3. : 0.277425155082
		4. : 0.465335517491
		5. : 0.697791810026
		6. : 0.844883477714
		7. : 0.943506323212
		8. : 0.974714982926
		9. : 0.988257543792
		10. : 0.997518607814
		11. : 1.
ksp	11	
		1. : 0.0383618490647
		2. : 0.144501229491
		3. : 0.276846238946
		4. : 0.465032994417
		5. : 0.696742090237
		6. : 0.843596866755
		7. : 0.942984044328
		8. : 0.974585631799
		9. : 0.988292408732
		10. : 0.997528659807
		11. : 1.
ksp	12	
		1. : 0.0383192265759
		2. : 0.144512975197
		3. : 0.277098932463
		4. : 0.4655096317
		5. : 0.697310409904
		6. : 0.844296169394
		7. : 0.943148766782
		8. : 0.974712091421
		9. : 0.988351354231
		10. : 0.997541102536
		11. : 1.
ksp	13	
		1. : 0.0395100331416
		2. : 0.144957061087
		3. : 0.277754960356
		4. : 0.46522367202
		5. : 0.696046173758
		6. : 0.84385709799
		7. : 0.942967612093
		8. : 0.974384303214
		9. : 0.988057091167
		10. : 0.997535146687
		11. : 1.
ksp	14	
		1. : 0.0394222417858
		2. : 0.145020437907
		3. : 0.278075648742
		4. : 0.466270616217
		5. : 0.697003128577
		6. : 0.844778350803
		7. : 0.943162223713
		8. : 0.974441209779
		9. : 0.988206373139
		10. : 0.997569773158
		11. : 1.
ksp	15	
		1. : 0.0393117287376
		2. : 0.145477070763
		3. : 0.278717372393
		4. : 0.467749484279
		5. : 0.697664880875
		6. : 0.844352146579
		7. : 0.943452952783
		8. : 0.974771941515
		9. : 0.988371795223
		10. : 0.997559318876
		11. : 1.
ksp	16	
		1. : 0.0392536017051
		2. : 0.144940763023
		3. : 0.278513100275
		4. : 0.466853314876
		5. : 0.697107228629
		6. : 0.844115811661
		7. : 0.943080493343
		8. : 0.974560781937
		9. : 0.988273023441
		10. : 0.99753858735
		11. : 1.
ksp	17	
		1. : 0.0392334201487
		2. : 0.144945528475
		3. : 0.278573443408
		4. : 0.466917010141
		5. : 0.697102306416
		6. : 0.844057507864
		7. : 0.943044559825
		8. : 0.974544722054
		9. : 0.988265620153
		10. : 0.99753703345
		11. : 1.
ksp	18	
		1. : 0.0391952100815
		2. : 0.145147893804
		3. : 0.278627028457
		4. : 0.466432671407
		5. : 0.696886816274
		6. : 0.843665025432
		7. : 0.943099915188
		8. : 0.974649128783
		9. : 0.988190789246
		10. : 0.997518794941
		11. : 1.
ksp	19	
		1. : 0.0384749687817
		2. : 0.144811229217
		3. : 0.27769667194
		4. : 0.466039847613
		5. : 0.697165246645
		6. : 0.8431397138
		7. : 0.942818936613
		8. : 0.974609902422
		9. : 0.988254697884
		10. : 0.997581714405
		11. : 1.
ksp	20	
		1. : 0.0384324964079
		2. : 0.144780491765
		3. : 0.277484652126
		4. : 0.465472331896
		5. : 0.696620461049
		6. : 0.842548782454
		7. : 0.942301553772
		8. : 0.974149153556
		9. : 0.987820301371
		10. : 0.997357665195
		11. : 1.
ksp	21	
		1. : 0.0386762431657
		2. : 0.144684599394
		3. : 0.277714148862
		4. : 0.465815930451
		5. : 0.696840641514
		6. : 0.843237450814
		7. : 0.942555944574
		8. : 0.974198037389
		9. : 0.987863452051
		10. : 0.997391876027
		11. : 1.
ksp	22	
		1. : 0.0386341426191
		2. : 0.145397757985
		3. : 0.278509172989
		4. : 0.466604459241
		5. : 0.697995769885
		6. : 0.84447421026
		7. : 0.943407190334
		8. : 0.974973753981
		9. : 0.988527634577
		10. : 0.997713852042
		11. : 1.
ksp	23	
		1. : 0.0385108552262
		2. : 0.145333214136
		3. : 0.278549352063
		4. : 0.466603637312
		5. : 0.697919833104
		6. : 0.844235217246
		7. : 0.943255018304
		8. : 0.974902435208
		9. : 0.988494855341
		10. : 0.997707319981
		11. : 1.
mcf	0	
		1. : 0.16041892592
		2. : 0.397848025027
		3. : 0.634424624503
		4. : 0.727223498552
		5. : 0.76100802013
		6. : 0.874674675635
		7. : 0.981376691243
		8. : 0.993180763307
		9. : 1.
mcf	1	
		1. : 0.142775860252
		2. : 0.363272036611
		3. : 0.656570281778
		4. : 0.698541410395
		5. : 0.763338941571
		6. : 0.882507777846
		7. : 0.907571025162
		8. : 1.
mcf	2	
		1. : 0.16131093441
		2. : 0.375050959083
		3. : 0.617092766739
		4. : 0.730137519594
		5. : 0.762100174744
		6. : 0.874588348508
		7. : 0.983870432277
		8. : 0.992960626836
		9. : 1.
mcf	3	
		1. : 0.0922605132807
		2. : 0.346063583401
		3. : 0.520810955969
		4. : 0.58745941052
		5. : 0.723909106095
		6. : 0.800168669125
		7. : 0.941242479208
		8. : 0.944521263633
		9. : 1.
mcf	4	
		1. : 0.144940042983
		2. : 0.36432516719
		3. : 0.655144213389
		4. : 0.705714410438
		5. : 0.798494805333
		6. : 0.872454673312
		7. : 0.90787944201
		8. : 1.
mcf	5	
		1. : 0.161925158467
		2. : 0.405373092386
		3. : 0.646163594705
		4. : 0.72793976322
		5. : 0.765046633188
		6. : 0.873414794599
		7. : 0.98214794689
		8. : 0.993031644436
		9. : 1.
mcf	6	
		1. : 0.103484946221
		2. : 0.30840767125
		3. : 0.615515557421
		4. : 0.677121938184
		5. : 0.78351776026
		6. : 0.869936716468
		7. : 0.892679726883
		8. : 0.99310495008
		9. : 1.
mcf	7	
		1. : 0.104452406922
		2. : 0.306995696174
		3. : 0.61660072515
		4. : 0.679789601181
		5. : 0.776550550971
		6. : 0.868083031535
		7. : 0.895398964747
		8. : 0.993047651945
		9. : 1.
mcf	8	
		1. : 0.099707077192
		2. : 0.300724243823
		3. : 0.610595732292
		4. : 0.673463744003
		5. : 0.776018557043
		6. : 0.86214575306
		7. : 0.885869901428
		8. : 0.993077822717
		9. : 1.
mcf	9	
		1. : 0.140074856669
		2. : 0.3629371805
		3. : 0.645297192719
		4. : 0.694995270737
		5. : 0.764845453771
		6. : 0.855729169267
		7. : 0.922265102867
		8. : 1.
mcf	10	
		1. : 0.158831261383
		2. : 0.367859604418
		3. : 0.610975403054
		4. : 0.727769827412
		5. : 0.762124209355
		6. : 0.872573545188
		7. : 0.981596752245
		8. : 0.993038875604
		9. : 1.
mcf	11	
		1. : 0.158789657012
		2. : 0.36945187697
		3. : 0.612373947204
		4. : 0.727794140466
		5. : 0.760635051419
		6. : 0.871564622459
		7. : 0.980749508374
		8. : 0.993067074764
		9. : 1.
mcf	12	
		1. : 0.157781516721
		2. : 0.371120192991
		3. : 0.614394493492
		4. : 0.731343416966
		5. : 0.764257880983
		6. : 0.874647089249
		7. : 0.983157506738
		8. : 0.993101980726
		9. : 1.
mcf	13	
		1. : 0.134293512292
		2. : 0.368003792195
		3. : 0.664214781351
		4. : 0.696499109144
		5. : 0.771871815692
		6. : 0.87178945522
		7. : 0.900329479589
		8. : 1.
mcf	14	
		1. : 0.141592223171
		2. : 0.358947006478
		3. : 0.649512410404
		4. : 0.690209724806
		5. : 0.765754154915
		6. : 0.874974260754
		7. : 0.903292663857
		8. : 1.
mcf	15	
		1. : 0.162880905535
		2. : 0.374108970951
		3. : 0.617235147047
		4. : 0.741003105373
		5. : 0.77375719225
		6. : 0.881085780277
		7. : 0.987284537549
		8. : 0.993153083575
		9. : 1.
mcf	16	
		1. : 0.162322085663
		2. : 0.407223516087
		3. : 0.652421637686
		4. : 0.734488270283
		5. : 0.767145652406
		6. : 0.87332642147
		7. : 0.983330327411
		8. : 0.993094924801
		9. : 1.
mcf	17	
		1. : 0.162832825763
		2. : 0.361437206114
		3. : 0.594371162467
		4. : 0.711069058751
		5. : 0.756641801511
		6. : 0.864278978921
		7. : 0.980773018834
		8. : 0.993090565599
		9. : 1.
mcf	18	
		1. : 0.141075388536
		2. : 0.378009866313
		3. : 0.670071501559
		4. : 0.71937158835
		5. : 0.777162072075
		6. : 0.86698332859
		7. : 0.918638927449
		8. : 1.
mcf	19	
		1. : 0.15976765374
		2. : 0.400831074122
		3. : 0.64179169537
		4. : 0.726822445902
		5. : 0.760228141081
		6. : 0.868257244531
		7. : 0.974020528187
		8. : 0.99310894148
		9. : 1.
mcf	20	
		1. : 0.102914862495
		2. : 0.30239790915
		3. : 0.615560412704
		4. : 0.677000708785
		5. : 0.777876746699
		6. : 0.865810433694
		7. : 0.892035052683
		8. : 0.993129342228
		9. : 1.
mcf	21	
		1. : 0.16024757222
		2. : 0.36987381059
		3. : 0.610390121748
		4. : 0.727774155412
		5. : 0.761857869924
		6. : 0.869389650206
		7. : 0.975241599854
		8. : 0.992581676698
		9. : 1.
mcf	22	
		1. : 0.160005413336
		2. : 0.39807367066
		3. : 0.642515125323
		4. : 0.731687723668
		5. : 0.765415791652
		6. : 0.877563600859
		7. : 0.98637784848
		8. : 0.992593221878
		9. : 1.
mcf	23	
		1. : 0.159178507199
		2. : 0.367950469531
		3. : 0.609416345185
		4. : 0.728804160371
		5. : 0.761865261147
		6. : 0.872123624692
		7. : 0.980236819843
		8. : 0.993461444142
		9. : 1.
raeke	0	
		1. : 0.131441495607
		2. : 0.41011527205
		3. : 0.627192945936
		4. : 0.782098666746
		5. : 0.926065586457
		6. : 0.967146692872
		7. : 0.988461561264
		8. : 0.997546837742
		9. : 0.999489727522
		10. : 0.999792508214
		11. : 1.
raeke	1	
		1. : 0.131442940668
		2. : 0.40957188842
		3. : 0.62583042655
		4. : 0.781469151212
		5. : 0.925915981014
		6. : 0.967031955588
		7. : 0.988482576389
		8. : 0.997516831998
		9. : 0.999466098867
		10. : 0.999780568372
		11. : 1.
raeke	2	
		1. : 0.133285585069
		2. : 0.410019012289
		3. : 0.627221493921
		4. : 0.782505348836
		5. : 0.92640533904
		6. : 0.967411732775
		7. : 0.988470347001
		8. : 0.997526103931
		9. : 0.999491031749
		10. : 0.999798359225
		11. : 1.
raeke	3	
		1. : 0.136757784363
		2. : 0.411986866369
		3. : 0.63004389945
		4. : 0.784849688275
		5. : 0.926769659845
		6. : 0.967677442853
		7. : 0.988569611967
		8. : 0.997547281646
		9. : 0.999499027758
		10. : 0.999802224369
		11. : 1.
raeke	4	
		1. : 0.137565460064
		2. : 0.411121619968
		3. : 0.629817392486
		4. : 0.784682587492
		5. : 0.926539199428
		6. : 0.967629809213
		7. : 0.988511440811
		8. : 0.997541532707
		9. : 0.99949998477
		10. : 0.999803331884
		11. : 1.
raeke	5	
		1. : 0.133292797534
		2. : 0.411212144077
		3. : 0.62846236939
		4. : 0.783602909804
		5. : 0.926526676772
		6. : 0.967380783163
		7. : 0.988551226311
		8. : 0.997601507493
		9. : 0.999484465627
		10. : 0.999791724067
		11. : 1.
raeke	6	
		1. : 0.13314819857
		2. : 0.41189771204
		3. : 0.628858136848
		4. : 0.78414168794
		5. : 0.926913064682
		6. : 0.967470369247
		7. : 0.988504708957
		8. : 0.997609734232
		9. : 0.99948853869
		10. : 0.999792880972
		11. : 1.
raeke	7	
		1. : 0.12951587499
		2. : 0.409699993521
		3. : 0.626946189488
		4. : 0.782579620691
		5. : 0.926599106734
		6. : 0.967137162779
		7. : 0.988367755126
		8. : 0.997556831984
		9. : 0.999483885549
		10. : 0.999791159805
		11. : 1.
raeke	8	
		1. : 0.128600779799
		2. : 0.408991783915
		3. : 0.626820883143
		4. : 0.782359960598
		5. : 0.926634221911
		6. : 0.967114150729
		7. : 0.98832472614
		8. : 0.997567650627
		9. : 0.999482606358
		10. : 0.999792066099
		11. : 1.
raeke	9	
		1. : 0.131364262973
		2. : 0.408380221967
		3. : 0.627363935403
		4. : 0.781979387336
		5. : 0.926334790949
		6. : 0.967263447427
		7. : 0.988294752846
		8. : 0.99756211694
		9. : 0.999500431695
		10. : 0.999802595175
		11. : 1.
raeke	10	
		1. : 0.130352024819
		2. : 0.407638623359
		3. : 0.626760410037
		4. : 0.781690826057
		5. : 0.926323757319
		6. : 0.967208839551
		7. : 0.988275807707
		8. : 0.997551003641
		9. : 0.999499466702
		10. : 0.999802213857
		11. : 1.
raeke	11	
		1. : 0.129923053813
		2. : 0.407080554013
		3. : 0.625944095138
		4. : 0.78138043201
		5. : 0.926002622055
		6. : 0.967084224609
		7. : 0.988333229895
		8. : 0.997553472327
		9. : 0.999495280854
		10. : 0.999798864428
		11. : 1.
raeke	12	
		1. : 0.129715203208
		2. : 0.406809852708
		3. : 0.625694739307
		4. : 0.781919719127
		5. : 0.925999839187
		6. : 0.966994480649
		7. : 0.988318805204
		8. : 0.99754226778
		9. : 0.999476889479
		10. : 0.999799877107
		11. : 1.
raeke	13	
		1. : 0.134172333329
		2. : 0.409572484359
		3. : 0.627967436608
		4. : 0.782665855637
		5. : 0.926364463674
		6. : 0.967445632909
		7. : 0.988423021816
		8. : 0.997574922191
		9. : 0.999508524181
		10. : 0.999799392377
		11. : 1.
raeke	14	
		1. : 0.133671488446
		2. : 0.409004836289
		3. : 0.627523034372
		4. : 0.783605916505
		5. : 0.926303624276
		6. : 0.967324039525
		7. : 0.988440128582
		8. : 0.997570527549
		9. : 0.999483645214
		10. : 0.99980221053
		11. : 1.
raeke	15	
		1. : 0.133338638164
		2. : 0.410126539026
		3. : 0.629165787227
		4. : 0.78513215332
		5. : 0.926994512844
		6. : 0.967504558915
		7. : 0.988438710157
		8. : 0.997590406935
		9. : 0.999489631832
		10. : 0.999801359685
		11. : 1.
raeke	16	
		1. : 0.133468725738
		2. : 0.409399981871
		3. : 0.628993870865
		4. : 0.785063020474
		5. : 0.927003424302
		6. : 0.967500182005
		7. : 0.988365510112
		8. : 0.997580362037
		9. : 0.999485296686
		10. : 0.999799672403
		11. : 1.
raeke	17	
		1. : 0.1334106357
		2. : 0.409471740705
		3. : 0.62916608822
		4. : 0.785137832821
		5. : 0.927061647023
		6. : 0.967526591579
		7. : 0.988362502657
		8. : 0.997582471111
		9. : 0.999488007135
		10. : 0.999799545935
		11. : 1.
raeke	18	
		1. : 0.13347429559
		2. : 0.410306032287
		3. : 0.629921624411
		4. : 0.784873240884
		5. : 0.927313786651
		6. : 0.967650044166
		7. : 0.988347580698
		8. : 0.997589151675
		9. : 0.999504036371
		10. : 0.999798061553
		11. : 1.
raeke	19	
		1. : 0.130715438653
		2. : 0.408684461474
		3. : 0.628348603546
		4. : 0.783787804043
		5. : 0.927134359131
		6. : 0.967428049972
		7. : 0.988253723296
		8. : 0.997573393184
		9. : 0.999504917478
		10. : 0.999801552894
		11. : 1.
raeke	20	
		1. : 0.130414546501
		2. : 0.408699646448
		3. : 0.628198862781
		4. : 0.7834630753
		5. : 0.927074342884
		6. : 0.967388587254
		7. : 0.988257305367
		8. : 0.997561305181
		9. : 0.999491510676
		10. : 0.999787689861
		11. : 1.
raeke	21	
		1. : 0.131144042363
		2. : 0.408220622269
		3. : 0.628159422044
		4. : 0.783588964638
		5. : 0.926985827007
		6. : 0.96739429158
		7. : 0.988246328801
		8. : 0.997547828043
		9. : 0.999491618049
		10. : 0.999789549071
		11. : 1.
raeke	22	
		1. : 0.131182241246
		2. : 0.409299439676
		3. : 0.629097517432
		4. : 0.784299177172
		5. : 0.927289671675
		6. : 0.967541992112
		7. : 0.988287065222
		8. : 0.997576503981
		9. : 0.999512870333
		10. : 0.999809746408
		11. : 1.
raeke	23	
		1. : 0.130958379034
		2. : 0.40939949965
		3. : 0.62944865892
		4. : 0.784645053847
		5. : 0.927380856557
		6. : 0.967558300651
		7. : 0.988296357769
		8. : 0.997575165038
		9. : 0.999511478489
		10. : 0.999809202809
		11. : 1.
semimcfecmp	0	
		1. : 0.178406510936
		2. : 0.647752571109
		3. : 0.887069419925
		4. : 0.93912374185
		5. : 1.
semimcfecmp	1	
		1. : 0.178757795664
		2. : 0.646273636836
		3. : 0.884881771424
		4. : 0.93922327362
		5. : 1.
semimcfecmp	2	
		1. : 0.181081997383
		2. : 0.647399880812
		3. : 0.886822282665
		4. : 0.939465004672
		5. : 1.
semimcfecmp	3	
		1. : 0.1857604971
		2. : 0.649710211222
		3. : 0.888901929447
		4. : 0.94090400933
		5. : 1.
semimcfecmp	4	
		1. : 0.186732832706
		2. : 0.648628288732
		3. : 0.888614155306
		4. : 0.940633897634
		5. : 1.
semimcfecmp	5	
		1. : 0.180717414607
		2. : 0.649244110433
		3. : 0.887904064209
		4. : 0.939963404434
		5. : 1.
semimcfecmp	6	
		1. : 0.180518378907
		2. : 0.650437320691
		3. : 0.888910137835
		4. : 0.940528110171
		5. : 1.
semimcfecmp	7	
		1. : 0.175840268501
		2. : 0.647892165553
		3. : 0.88787065466
		4. : 0.939901647535
		5. : 1.
semimcfecmp	8	
		1. : 0.174520885172
		2. : 0.646542142184
		3. : 0.887906840879
		4. : 0.939743732401
		5. : 1.
semimcfecmp	9	
		1. : 0.178229662281
		2. : 0.645523178218
		3. : 0.887636569232
		4. : 0.939496961001
		5. : 1.
semimcfecmp	10	
		1. : 0.176891277538
		2. : 0.644543746291
		3. : 0.887348111149
		4. : 0.939380090113
		5. : 1.
semimcfecmp	11	
		1. : 0.176428214144
		2. : 0.644215553631
		3. : 0.88668623247
		4. : 0.939086905871
		5. : 1.
semimcfecmp	12	
		1. : 0.1761268118
		2. : 0.64371604771
		3. : 0.886494117027
		4. : 0.939216815933
		5. : 1.
semimcfecmp	13	
		1. : 0.181974564339
		2. : 0.647030565388
		3. : 0.887725435855
		4. : 0.939736229177
		5. : 1.
semimcfecmp	14	
		1. : 0.181337860306
		2. : 0.646059964714
		3. : 0.887461026926
		4. : 0.939938842336
		5. : 1.
semimcfecmp	15	
		1. : 0.181049887348
		2. : 0.648490511464
		3. : 0.889686753869
		4. : 0.942014437022
		5. : 1.
semimcfecmp	16	
		1. : 0.180934149084
		2. : 0.646891881
		3. : 0.89000612661
		4. : 0.941521898624
		5. : 1.
semimcfecmp	17	
		1. : 0.180854976569
		2. : 0.647063273336
		3. : 0.890280025682
		4. : 0.941493380255
		5. : 1.
semimcfecmp	18	
		1. : 0.180907214251
		2. : 0.648185017128
		3. : 0.890961664686
		4. : 0.941562519175
		5. : 1.
semimcfecmp	19	
		1. : 0.177255660344
		2. : 0.646558146159
		3. : 0.890113470374
		4. : 0.941133513675
		5. : 1.
semimcfecmp	20	
		1. : 0.176825306905
		2. : 0.646318827951
		3. : 0.889857141251
		4. : 0.940983328139
		5. : 1.
semimcfecmp	21	
		1. : 0.177937862237
		2. : 0.64488241115
		3. : 0.889515592658
		4. : 0.941271440555
		5. : 1.
semimcfecmp	22	
		1. : 0.178070038083
		2. : 0.646138771394
		3. : 0.89028113268
		4. : 0.941817502528
		5. : 1.
semimcfecmp	23	
		1. : 0.177615305544
		2. : 0.646509392346
		3. : 0.891012384487
		4. : 0.941651261502
		5. : 1.
semimcfksp	0	
		1. : 0.142909605353
		2. : 0.430014272383
		3. : 0.649128427397
		4. : 0.69190156622
		5. : 0.92914218231
		6. : 0.958714112505
		7. : 0.978851463039
		8. : 0.987526999164
		9. : 0.987526999164
		10. : 0.987847672165
		11. : 1.
semimcfksp	1	
		1. : 0.147363706764
		2. : 0.522386480976
		3. : 0.719582734513
		4. : 0.815781583793
		5. : 0.902289146332
		6. : 0.97449070888
		7. : 0.98173896756
		8. : 0.98173896756
		9. : 0.986858289124
		10. : 1.
		11. : 1.
semimcfksp	2	
		1. : 0.156780629723
		2. : 0.5237193542
		3. : 0.725544524633
		4. : 0.808522898052
		5. : 0.906653553287
		6. : 0.981887345623
		7. : 0.982605505997
		8. : 0.982605505997
		9. : 0.987453574616
		10. : 1.
		11. : 1.
semimcfksp	3	
		1. : 0.144216506573
		2. : 0.419321042949
		3. : 0.739550789893
		4. : 0.811784986364
		5. : 0.919959775224
		6. : 0.949937971422
		7. : 0.973729849646
		8. : 0.982766675756
		9. : 0.982766675756
		10. : 0.987694070371
		11. : 1.
semimcfksp	4	
		1. : 0.145420610004
		2. : 0.420910889145
		3. : 0.742292334859
		4. : 0.812166353087
		5. : 0.9204369608
		6. : 0.950422107188
		7. : 0.973777755872
		8. : 0.982619145625
		9. : 0.982619145625
		10. : 0.987654224975
		11. : 1.
semimcfksp	5	
		1. : 0.142845051317
		2. : 0.475127289654
		3. : 0.657541047438
		4. : 0.732170566208
		5. : 0.835059689554
		6. : 0.951357517803
		7. : 0.976595426389
		8. : 0.982602589589
		9. : 0.982602589589
		10. : 0.987580150803
		11. : 1.
semimcfksp	6	
		1. : 0.14298164352
		2. : 0.474030257228
		3. : 0.656693720053
		4. : 0.733104756228
		5. : 0.836594168389
		6. : 0.951869226552
		7. : 0.976841637613
		8. : 0.982785606711
		9. : 0.982785606711
		10. : 0.987710805021
		11. : 1.
semimcfksp	7	
		1. : 0.142434428549
		2. : 0.447536879944
		3. : 0.759571585458
		4. : 0.838569796685
		5. : 0.935127700027
		6. : 0.970023832665
		7. : 0.982040706181
		8. : 0.984075921919
		9. : 0.98760868133
		10. : 1.
		11. : 1.
semimcfksp	8	
		1. : 0.137505832584
		2. : 0.471766405173
		3. : 0.657141621916
		4. : 0.733956883662
		5. : 0.838602255692
		6. : 0.952630920489
		7. : 0.977958097887
		8. : 0.983679523644
		9. : 0.983679523644
		10. : 0.987662455342
		11. : 1.
semimcfksp	9	
		1. : 0.153916431744
		2. : 0.515627353151
		3. : 0.718798873015
		4. : 0.80020975914
		5. : 0.902637100512
		6. : 0.980543580978
		7. : 0.983033617715
		8. : 0.983033617715
		9. : 0.987616958809
		10. : 1.
		11. : 1.
semimcfksp	10	
		1. : 0.152919973928
		2. : 0.515275818225
		3. : 0.719170368816
		4. : 0.800561204889
		5. : 0.901938196466
		6. : 0.9793026869
		7. : 0.982941892669
		8. : 0.982941892669
		9. : 0.987593039068
		10. : 1.
		11. : 1.
semimcfksp	11	
		1. : 0.147443223326
		2. : 0.527310050136
		3. : 0.725583284868
		4. : 0.816283184116
		5. : 0.904504503427
		6. : 0.976745690097
		7. : 0.982826774022
		8. : 0.982826774022
		9. : 0.987643299035
		10. : 1.
		11. : 1.
semimcfksp	12	
		1. : 0.138404963271
		2. : 0.460146249055
		3. : 0.651519674599
		4. : 0.732377471958
		5. : 0.840622705141
		6. : 0.943584372376
		7. : 0.977756507389
