# solver	iter	edge-congestion
		(s11,s4) : 0.0712721362111
		(s11,s10) : 0.0408780809102
		(s11,h11) : 0.0278762116927
		(s12,s2) : 0.
		(s12,s9) : 0.0312132768969
		(s12,h12) : 0.00491832583327
		(h1,s1) : 0.00369343878674
		(h2,s2) : 0.0010984349904
		(h3,s3) : 0.000261858715895
		(h4,s4) : 0.00271940797441
		(h5,s5) : 0.0592022740506
		(h6,s6) : 0.0315769543666
		(h7,s7) : 0.00916721123283
		(h8,s8) : 0.00109152107149
		(h9,s9) : 0.00731133251399
		(h10,s10) : 0.00506539803589
		(h11,s11) : 0.0111310334074
		(h12,s12) : 0.00331917919316
ecmp	3	
		(s1,s2) : 0.0329944302529
		(s1,h1) : 0.00645711736837
		(s2,s1) : 0.0644742636713
		(s2,s5) : 0.0492096601066
		(s2,s6) : 0.0961025585524
		(s2,s12) : 0.
		(s2,h2) : 0.00503232048249
		(s3,s6) : 0.0210566959966
		(s3,s9) : 0.014736669309
		(s3,h3) : 0.0242032379068
		(s4,s7) : 0.0868938280567
		(s4,s10) : 0.0318771231267
		(s4,s11) : 0.166565021954
		(s4,h4) : 0.00592888775304
		(s5,s2) : 0.164966299652
		(s5,s7) : 0.213312851339
		(s5,s8) : 0.256463757877
		(s5,h5) : 0.0018825424792
		(s6,s2) : 0.0766703747283
		(s6,s3) : 0.223796269366
		(s6,s7) : 0.177525335338
		(s6,h6) : 0.00973040960386
		(s7,s4) : 0.235906700615
		(s7,s5) : 0.0561030084046
		(s7,s6) : 0.169041884599
		(s7,h7) : 0.00980221438279
		(s8,s5) : 0.0204293622136
		(s8,s10) : 0.104780276935
		(s8,h8) : 0.0189888582108
		(s9,s3) : 0.0517441266898
		(s9,s12) : 0.0331978408051
		(s9,h9) : 0.00173499440319
		(s10,s4) : 0.0198327154587
		(s10,s8) : 0.0450317615723
		(s10,s11) : 0.0770062501838
		(s10,h10) : 0.00761289079985
		(s11,s4) : 0.0639638650487
		(s11,s10) : 0.0358797207728
		(s11,h11) : 0.0243813236497
		(s12,s2) : 0.
		(s12,s9) : 0.0269703307073
		(s12,h12) : 0.0040761332233
		(h1,s1) : 0.00327273342471
		(h2,s2) : 0.00121939040294
		(h3,s3) : 0.000230129101417
		(h4,s4) : 0.00240922956782
		(h5,s5) : 0.0522211651509
		(h6,s6) : 0.0286113366803
		(h7,s7) : 0.00798865894095
		(h8,s8) : 0.00125651659002
		(h9,s9) : 0.00603358292471
		(h10,s10) : 0.00447884158942
		(h11,s11) : 0.0099115786589
		(h12,s12) : 0.00287341158497
ecmp	4	
		(s1,s2) : 0.0294880281382
		(s1,h1) : 0.00545367858806
		(s2,s1) : 0.0544536110983
		(s2,s5) : 0.0448348424684
		(s2,s6) : 0.0845643843437
		(s2,s12) : 0.
		(s2,h2) : 0.00452193626955
		(s3,s6) : 0.0186202382809
		(s3,s9) : 0.0132379914765
		(s3,h3) : 0.0217973703772
		(s4,s7) : 0.07717455772
		(s4,s10) : 0.0286353093358
		(s4,s11) : 0.149670173344
		(s4,h4) : 0.00503235331855
		(s5,s2) : 0.14447175736
		(s5,s7) : 0.189637368733
		(s5,s8) : 0.230462361994
		(s5,h5) : 0.00186364137798
		(s6,s2) : 0.0680381608471
		(s6,s3) : 0.201128844384
		(s6,s7) : 0.159559022196
		(s6,h6) : 0.00821242568314
		(s7,s4) : 0.209507060328
		(s7,s5) : 0.0509809390741
		(s7,s6) : 0.148434729195
		(s7,h7) : 0.00897824382539
		(s8,s5) : 0.0184775256633
		(s8,s10) : 0.0942354795035
		(s8,h8) : 0.0170625460065
		(s9,s3) : 0.0466620390539
		(s9,s12) : 0.0298210478335
		(s9,h9) : 0.00156531945346
		(s10,s4) : 0.017484990011
		(s10,s8) : 0.0404923079044
		(s10,s11) : 0.0692699640936
		(s10,h10) : 0.00684283628129
		(s11,s4) : 0.0565306959947
		(s11,s10) : 0.0322774876114
		(s11,h11) : 0.0219162281712
		(s12,s2) : 0.
		(s12,s9) : 0.0247584009791
		(s12,h12) : 0.00366197379009
		(h1,s1) : 0.00292480950452
		(h2,s2) : 0.00110752215504
		(h3,s3) : 0.00020553714599
		(h4,s4) : 0.00215343785724
		(h5,s5) : 0.0463854474957
		(h6,s6) : 0.0256554930107
		(h7,s7) : 0.00710219782988
		(h8,s8) : 0.00114429674508
		(h9,s9) : 0.00539162349148
		(h10,s10) : 0.00399187810647
		(h11,s11) : 0.00881543995092
		(h12,s12) : 0.00263617108579
ecmp	5	
		(s1,s2) : 0.0311097422008
		(s1,h1) : 0.00730512909156
		(s2,s1) : 0.0729398950255
		(s2,s5) : 0.0466401590396
		(s2,s6) : 0.0909852207801
		(s2,s12) : 0.
		(s2,h2) : 0.00388716276232
		(s3,s6) : 0.020150262382
		(s3,s9) : 0.0115783290539
		(s3,h3) : 0.0234524093279
		(s4,s7) : 0.0825972586134
		(s4,s10) : 0.0306170183174
		(s4,s11) : 0.161067468223
		(s4,h4) : 0.00541514522724
		(s5,s2) : 0.158368830437
		(s5,s7) : 0.204036226317
		(s5,s8) : 0.239716463015
		(s5,h5) : 0.00200561865941
		(s6,s2) : 0.0737118798622
		(s6,s3) : 0.213627378958
		(s6,s7) : 0.17054970684
		(s6,h6) : 0.00883771117078
		(s7,s4) : 0.225463790002
		(s7,s5) : 0.0533370324853
		(s7,s6) : 0.15884954092
		(s7,h7) : 0.00966128511565
		(s8,s5) : 0.0202582374352
		(s8,s10) : 0.101390626498
		(s8,h8) : 0.0173617487738
		(s9,s3) : 0.0502050119368
		(s9,s12) : 0.0321932956682
		(s9,h9) : 0.00132983408759
		(s10,s4) : 0.0186251748995
		(s10,s8) : 0.0421805421238
		(s10,s11) : 0.0745295200268
		(s10,h10) : 0.00736331995242
		(s11,s4) : 0.0605891351785
		(s11,s10) : 0.0337907515332
		(s11,h11) : 0.0235835999578
		(s12,s2) : 0.
		(s12,s9) : 0.0259000100796
		(s12,h12) : 0.00395123686641
		(h1,s1) : 0.0030853355667
		(h2,s2) : 0.00119864399591
		(h3,s3) : 0.00024347512066
		(h4,s4) : 0.00229510206493
		(h5,s5) : 0.0496537842849
		(h6,s6) : 0.0273400915061
		(h7,s7) : 0.00756671952629
		(h8,s8) : 0.00123719145456
		(h9,s9) : 0.00580072274959
		(h10,s10) : 0.00425152653921
		(h11,s11) : 0.00936764618494
		(h12,s12) : 0.00276450797214
ecmp	6	
		(s1,s2) : 0.0282757156692
		(s1,h1) : 0.00683274941348
		(s2,s1) : 0.0682243580336
		(s2,s5) : 0.0423595939314
		(s2,s6) : 0.0839997975593
		(s2,s12) : 0.
		(s2,h2) : 0.00356484124179
		(s3,s6) : 0.0182535175789
		(s3,s9) : 0.0104375321029
		(s3,h3) : 0.0214669885451
		(s4,s7) : 0.0751016302992
		(s4,s10) : 0.0277929791465
		(s4,s11) : 0.14732949881
		(s4,h4) : 0.00507449421128
		(s5,s2) : 0.147259697925
		(s5,s7) : 0.189608011278
		(s5,s8) : 0.221038892504
		(s5,h5) : 0.00182070810873
		(s6,s2) : 0.0673694819091
		(s6,s3) : 0.195696561208
		(s6,s7) : 0.155138168059
		(s6,h6) : 0.00812361621952
		(s7,s4) : 0.207182928811
		(s7,s5) : 0.0485176952135
		(s7,s6) : 0.145695328381
		(s7,h7) : 0.00886082892768
		(s8,s5) : 0.0184988637182
		(s8,s10) : 0.0938419710904
		(s8,h8) : 0.0159254252156
		(s9,s3) : 0.0456176401599
		(s9,s12) : 0.0291586673072
		(s9,h9) : 0.00120758060321
		(s10,s4) : 0.0169701968634
		(s10,s8) : 0.0383865168916
		(s10,s11) : 0.0687782317057
		(s10,h10) : 0.00675108180074
		(s11,s4) : 0.0552217031056
		(s11,s10) : 0.0307216910998
		(s11,h11) : 0.0216324742595
		(s12,s2) : 0.
		(s12,s9) : 0.0235179561846
		(s12,h12) : 0.00358726594501
		(h1,s1) : 0.00280429276451
		(h2,s2) : 0.00109105792698
		(h3,s3) : 0.000205986045401
		(h4,s4) : 0.00208631299494
		(h5,s5) : 0.0461758182367
		(h6,s6) : 0.0248876175167
		(h7,s7) : 0.00688726206485
		(h8,s8) : 0.0011264051919
		(h9,s9) : 0.00527026521377
		(h10,s10) : 0.0038694614543
		(h11,s11) : 0.00853047144691
		(h12,s12) : 0.00251056538656
ecmp	7	
		(s1,s2) : 0.0281849102031
		(s1,h1) : 0.00687923021468
		(s2,s1) : 0.0686881862145
		(s2,s5) : 0.0415683702603
		(s2,s6) : 0.0834087910232
		(s2,s12) : 0.
		(s2,h2) : 0.00393238313247
		(s3,s6) : 0.0178195147827
		(s3,s9) : 0.0114752013129
		(s3,h3) : 0.0216252978316
		(s4,s7) : 0.073226068104
		(s4,s10) : 0.0281276616928
		(s4,s11) : 0.148391569751
		(s4,h4) : 0.0051118486322
		(s5,s2) : 0.150768169063
		(s5,s7) : 0.181872567112
		(s5,s8) : 0.225369408702
		(s5,h5) : 0.00173120078964
		(s6,s2) : 0.0693407321731
		(s6,s3) : 0.198035280541
		(s6,s7) : 0.150615164237
		(s6,h6) : 0.00817432047774
		(s7,s4) : 0.208705077968
		(s7,s5) : 0.0493925257681
		(s7,s6) : 0.14773300791
		(s7,h7) : 0.00711497594456
		(s8,s5) : 0.0185233957503
		(s8,s10) : 0.0944137267923
		(s8,h8) : 0.01639194906
		(s9,s3) : 0.0454612146041
		(s9,s12) : 0.0294406168701
		(s9,h9) : 0.00133870131339
		(s10,s4) : 0.0165057997388
		(s10,s8) : 0.0394081874526
		(s10,s11) : 0.06926284345
		(s10,h10) : 0.00680012249209
		(s11,s4) : 0.0541074920033
		(s11,s10) : 0.0314055237616
		(s11,h11) : 0.0217873486976
		(s12,s2) : 0.
		(s12,s9) : 0.0239902057813
		(s12,h12) : 0.00361950230581
		(h1,s1) : 0.00279493151318
		(h2,s2) : 0.00085064010755
		(h3,s3) : 0.000206477177043
		(h4,s4) : 0.00208076999862
		(h5,s5) : 0.0460808917697
		(h6,s6) : 0.0248141967326
		(h7,s7) : 0.00699888479231
		(h8,s8) : 0.00111596141681
		(h9,s9) : 0.00526168244393
		(h10,s10) : 0.00386309876852
		(h11,s11) : 0.00848682683347
		(h12,s12) : 0.00255583403219
ecmp	8	
		(s1,s2) : 0.0300718777141
		(s1,h1) : 0.00727320347539
		(s2,s1) : 0.0726220157968
		(s2,s5) : 0.0453385569176
		(s2,s6) : 0.0882023929699
		(s2,s12) : 0.
		(s2,h2) : 0.00390509074043
		(s3,s6) : 0.0194662473649
		(s3,s9) : 0.0125637795178
		(s3,h3) : 0.0228513798154
		(s4,s7) : 0.0776890982139
		(s4,s10) : 0.0297570997448
		(s4,s11) : 0.160375470093
		(s4,h4) : 0.00540435260079
		(s5,s2) : 0.1577426121
		(s5,s7) : 0.193471510169
		(s5,s8) : 0.239515919832
		(s5,h5) : 0.0022279511173
		(s6,s2) : 0.0734511297729
		(s6,s3) : 0.209263217909
		(s6,s7) : 0.161991688794
		(s6,h6) : 0.0086443111653
		(s7,s4) : 0.224041012609
		(s7,s5) : 0.0540354699995
		(s7,s6) : 0.155924636137
		(s7,h7) : 0.00752240110026
		(s8,s5) : 0.0201223990228
		(s8,s10) : 0.101130451071
		(s8,h8) : 0.0173294619687
		(s9,s3) : 0.04820560199
		(s9,s12) : 0.0315381325213
		(s9,h9) : 0.001416022637
		(s10,s4) : 0.0174416233212
		(s10,s8) : 0.0421228999757
		(s10,s11) : 0.0747967928778
		(s10,h10) : 0.00718913605077
		(s11,s4) : 0.0573868663722
		(s11,s10) : 0.033474874588
		(s11,h11) : 0.023540884026
		(s12,s2) : 0.
		(s12,s9) : 0.025350370128
		(s12,h12) : 0.00386709179799
		(h1,s1) : 0.00298229251911
		(h2,s2) : 0.000909769981155
		(h3,s3) : 0.000308934715645
		(h4,s4) : 0.00222127610361
		(h5,s5) : 0.0488185424129
		(h6,s6) : 0.0264773902117
		(h7,s7) : 0.00747192776883
		(h8,s8) : 0.0011935425837
		(h9,s9) : 0.0055769959576
		(h10,s10) : 0.00412543745779
		(h11,s11) : 0.00901804385094
		(h12,s12) : 0.00270275505581
ecmp	9	
		(s1,s2) : 0.0313916847189
		(s1,h1) : 0.00601147775287
		(s2,s1) : 0.0600242409787
		(s2,s5) : 0.0476492143301
		(s2,s6) : 0.0925496553361
		(s2,s12) : 0.
		(s2,h2) : 0.00407885579431
		(s3,s6) : 0.0205895293837
		(s3,s9) : 0.0133572198995
		(s3,h3) : 0.0238718476628
		(s4,s7) : 0.081942940202
		(s4,s10) : 0.0293617340003
		(s4,s11) : 0.167163997549
		(s4,h4) : 0.00565180516429
		(s5,s2) : 0.154619595033
		(s5,s7) : 0.205535662608
		(s5,s8) : 0.247439520155
		(s5,h5) : 0.00233862660957
		(s6,s2) : 0.0710600930367
		(s6,s3) : 0.218724782525
		(s6,s7) : 0.170070533766
		(s6,h6) : 0.00905047541789
		(s7,s4) : 0.23198185018
		(s7,s5) : 0.0552320897709
		(s7,s6) : 0.162123181806
		(s7,h7) : 0.00860304840985
		(s8,s5) : 0.0205362554889
		(s8,s10) : 0.103583801036
		(s8,h8) : 0.0181015656124
		(s9,s3) : 0.0502935967854
		(s9,s12) : 0.033037032361
		(s9,h9) : 0.00147966393179
		(s10,s4) : 0.0184994020589
		(s10,s8) : 0.0433308949142
		(s10,s11) : 0.0782585935309
		(s10,h10) : 0.00707139109739
		(s11,s4) : 0.0607941711227
		(s11,s10) : 0.0345370498699
		(s11,h11) : 0.0245668876895
		(s12,s2) : 0.
		(s12,s9) : 0.0263911527133
		(s12,h12) : 0.00405124656232
		(h1,s1) : 0.00311325158214
		(h2,s2) : 0.00102844540417
		(h3,s3) : 0.000366112155178
		(h4,s4) : 0.00228855769956
		(h5,s5) : 0.0501999560495
		(h6,s6) : 0.0272192365036
		(h7,s7) : 0.00763914286102
		(h8,s8) : 0.00133431913867
		(h9,s9) : 0.00581551723153
		(h10,s10) : 0.00426575307603
		(h11,s11) : 0.00946069488107
		(h12,s12) : 0.00281059090632
ecmp	10	
		(s1,s2) : 0.03187806618
		(s1,h1) : 0.00609561407995
		(s2,s1) : 0.0608641597689
		(s2,s5) : 0.0479404545648
		(s2,s6) : 0.0946993467343
		(s2,s12) : 0.
		(s2,h2) : 0.00413895871875
		(s3,s6) : 0.020370480297
		(s3,s9) : 0.0132157640641
		(s3,h3) : 0.0247492384736
		(s4,s7) : 0.0830567745689
		(s4,s10) : 0.0298037808013
		(s4,s11) : 0.169626020457
		(s4,h4) : 0.00573203389392
		(s5,s2) : 0.157879257459
		(s5,s7) : 0.206837790768
		(s5,s8) : 0.251116691937
		(s5,h5) : 0.00236764694499
		(s6,s2) : 0.0721105068903
		(s6,s3) : 0.22648434554
		(s6,s7) : 0.170733709266
		(s6,h6) : 0.00917277535115
		(s7,s4) : 0.23539795169
		(s7,s5) : 0.0560719863988
		(s7,s6) : 0.166639571577
		(s7,h7) : 0.00818983925325
		(s8,s5) : 0.0203936463546
		(s8,s10) : 0.104799322749
		(s8,h8) : 0.0183725669067
		(s9,s3) : 0.0516176673086
		(s9,s12) : 0.0332210688428
		(s9,h9) : 0.00150205264832
		(s10,s4) : 0.0187050136521
		(s10,s8) : 0.0440222249623
		(s10,s11) : 0.0792219493515
		(s10,h10) : 0.00717096093018
		(s11,s4) : 0.0616387942958
		(s11,s10) : 0.0350880770385
		(s11,h11) : 0.0249098185032
		(s12,s2) : 0.
		(s12,s9) : 0.0273259398081
		(s12,h12) : 0.00408040627307
		(h1,s1) : 0.00316147623286
		(h2,s2) : 0.000975846398076
		(h3,s3) : 0.000299111895174
		(h4,s4) : 0.00232262579547
		(h5,s5) : 0.0509460532406
		(h6,s6) : 0.0276397774549
		(h7,s7) : 0.00779351091583
		(h8,s8) : 0.00127477670915
		(h9,s9) : 0.00590906062233
		(h10,s10) : 0.00432943579353
		(h11,s11) : 0.009599104363
		(h12,s12) : 0.00290578145727
ecmp	11	
		(s1,s2) : 0.0320273440391
		(s1,h1) : 0.00677606882623
		(s2,s1) : 0.067658439369
		(s2,s5) : 0.0464677188161
		(s2,s6) : 0.0959992947341
		(s2,s12) : 0.
		(s2,h2) : 0.00419185670158
		(s3,s6) : 0.0207820631743
		(s3,s9) : 0.0154945073155
		(s3,h3) : 0.0250655462414
		(s4,s7) : 0.0843323589627
		(s4,s10) : 0.0301846881732
		(s4,s11) : 0.171793926671
		(s4,h4) : 0.0063155928834
		(s5,s2) : 0.16379963779
		(s5,s7) : 0.211818163322
		(s5,s8) : 0.254326090091
		(s5,h5) : 0.00169635025026
		(s6,s2) : 0.0734990268625
		(s6,s3) : 0.231480894081
		(s6,s7) : 0.172801402838
		(s6,h6) : 0.00929000805304
		(s7,s4) : 0.242640573017
		(s7,s5) : 0.0537492379186
		(s7,s6) : 0.170146894692
		(s7,h7) : 0.00829450953534
		(s8,s5) : 0.0198141606162
		(s8,s10) : 0.106204272327
		(s8,h8) : 0.0186073775912
		(s9,s3) : 0.0524307759487
		(s9,s12) : 0.0336393755459
		(s9,h9) : 0.00179016204719
		(s10,s4) : 0.019357825084
		(s10,s8) : 0.0438439352146
		(s10,s11) : 0.0802344458765
		(s10,h10) : 0.00726260943271
		(s11,s4) : 0.0631558825934
		(s11,s10) : 0.0350708611297
		(s11,h11) : 0.0252281785648
		(s12,s2) : 0.
		(s12,s9) : 0.0282328728767
		(s12,h12) : 0.00413255592611
		(h1,s1) : 0.0031759343035
		(h2,s2) : 0.000986516556578
		(h3,s3) : 0.000303576919903
		(h4,s4) : 0.00234590492925
		(h5,s5) : 0.0521155673958
		(h6,s6) : 0.0280764700295
		(h7,s7) : 0.00790629417969
		(h8,s8) : 0.00128757965686
		(h9,s9) : 0.00599950392399
		(h10,s10) : 0.00439206155419
		(h11,s11) : 0.00974815117691
		(h12,s12) : 0.00299602319981
ecmp	12	
		(s1,s2) : 0.0346393676022
		(s1,h1) : 0.00727384108746
		(s2,s1) : 0.072628692547
		(s2,s5) : 0.0503361393725
		(s2,s6) : 0.102943351621
		(s2,s12) : 0.
		(s2,h2) : 0.00449975558974
		(s3,s6) : 0.0229543552545
		(s3,s9) : 0.0169830165895
		(s3,h3) : 0.0268966217977
		(s4,s7) : 0.0904929636272
		(s4,s10) : 0.0374004357209
		(s4,s11) : 0.184447145585
		(s4,h4) : 0.00638732915397
		(s5,s2) : 0.175765445756
		(s5,s7) : 0.225497348098
		(s5,s8) : 0.279773693673
		(s5,h5) : 0.0018214521294
		(s6,s2) : 0.0789515911072
		(s6,s3) : 0.248390918815
		(s6,s7) : 0.188210745924
		(s6,h6) : 0.00997394693096
		(s7,s4) : 0.261951899653
		(s7,s5) : 0.0577145723798
		(s7,s6) : 0.182576379246
		(s7,h7) : 0.00890378524637
		(s8,s5) : 0.0212616146161
		(s8,s10) : 0.120927259387
		(s8,h8) : 0.0199732678136
		(s9,s3) : 0.0565369385448
		(s9,s12) : 0.0364458496284
		(s9,h9) : 0.00192229026498
		(s10,s4) : 0.0205628852005
		(s10,s8) : 0.0470468001068
		(s10,s11) : 0.0860956918755
		(s10,h10) : 0.00916272846546
		(s11,s4) : 0.0673149546683
		(s11,s10) : 0.0392898464934
		(s11,h11) : 0.0270814762766
		(s12,s2) : 0.
		(s12,s9) : 0.0302953263699
		(s12,h12) : 0.0044687523336
		(h1,s1) : 0.00343517887249
		(h2,s2) : 0.0010668139778
		(h3,s3) : 0.0003994263307
		(h4,s4) : 0.00254737563182
		(h5,s5) : 0.0563786898008
		(h6,s6) : 0.0303615669704
		(h7,s7) : 0.00855111370879
		(h8,s8) : 0.00139631538867
		(h9,s9) : 0.00646597797545
		(h10,s10) : 0.0046970367476
		(h11,s11) : 0.0105805128901
		(h12,s12) : 0.00321678528208
ecmp	13	
		(s1,s2) : 0.0353162141236
		(s1,h1) : 0.00746985522022
		(s2,s1) : 0.0745863077914
		(s2,s5) : 0.052951329593
		(s2,s6) : 0.107513605135
		(s2,s12) : 0.
		(s2,h2) : 0.00460335502718
		(s3,s6) : 0.0234050644042
		(s3,s9) : 0.013871310842
		(s3,h3) : 0.0275990937186
		(s4,s7) : 0.0942822197982
		(s4,s10) : 0.0305569450991
		(s4,s11) : 0.189309578919
		(s4,h4) : 0.00655424672964
		(s5,s2) : 0.179706517664
		(s5,s7) : 0.239608965247
		(s5,s8) : 0.276917527777
		(s5,h5) : 0.00187555692714
		(s6,s2) : 0.0807693210393
		(s6,s3) : 0.251455420599
		(s6,s7) : 0.19266976043
		(s6,h6) : 0.0102508327752
		(s7,s4) : 0.261554945167
		(s7,s5) : 0.0590433550462
		(s7,s6) : 0.185245500144
		(s7,h7) : 0.0107861852243
		(s8,s5) : 0.0219559521653
		(s8,s10) : 0.113406522823
		(s8,h8) : 0.0205010603011
		(s9,s3) : 0.0577631696914
		(s9,s12) : 0.0372756848176
		(s9,h9) : 0.00152036541664
		(s10,s4) : 0.0214244963207
		(s10,s8) : 0.0481264007841
		(s10,s11) : 0.0883858242096
		(s10,h10) : 0.00728379049082
		(s11,s4) : 0.0699662968501
		(s11,s10) : 0.0376330817725
		(s11,h11) : 0.0277973589066
		(s12,s2) : 0.
		(s12,s9) : 0.0300686562644
		(s12,h12) : 0.00457492934062
		(h1,s1) : 0.0035024223586
		(h2,s2) : 0.00150429889212
		(h3,s3) : 0.000406339815032
		(h4,s4) : 0.00258098915748
		(h5,s5) : 0.0574793836376
		(h6,s6) : 0.0307949545006
		(h7,s7) : 0.00855195618215
		(h8,s8) : 0.00141904159567
		(h9,s9) : 0.006606375562
		(h10,s10) : 0.00484363930831
		(h11,s11) : 0.010678129523
		(h12,s12) : 0.00320124813511
ecmp	14	
		(s1,s2) : 0.0362096327024
		(s1,h1) : 0.00751395323055
		(s2,s1) : 0.0750266252641
		(s2,s5) : 0.0546956990529
		(s2,s6) : 0.108148307673
		(s2,s12) : 0.
		(s2,h2) : 0.00463053076101
		(s3,s6) : 0.0241859514319
		(s3,s9) : 0.0174053068245
		(s3,h3) : 0.027762023934
		(s4,s7) : 0.0961185120279
		(s4,s10) : 0.0383306011099
		(s4,s11) : 0.190427160923
		(s4,h4) : 0.00659293947956
		(s5,s2) : 0.180871519255
		(s5,s7) : 0.241023487793
		(s5,s8) : 0.288982045071
		(s5,h5) : 0.00207670116246
		(s6,s2) : 0.0816882001416
		(s6,s3) : 0.256376013124
		(s6,s7) : 0.19993753503
		(s6,h6) : 0.0103113481823
		(s7,s4) : 0.270236797881
		(s7,s5) : 0.0603318354202
		(s7,s6) : 0.187851320787
		(s7,h7) : 0.0108498610645
		(s8,s5) : 0.0224507592752
		(s8,s10) : 0.124829004573
		(s8,h8) : 0.0206220875423
		(s9,s3) : 0.0587041259626
		(s9,s12) : 0.0375082827344
